active_main_bad_parity_count,audit_status,completed,episode_id,ever_H_lt_15_own_main,ever_H_lt_15_root_eligible,final_status,first_H_lt_15,first_H_lt_15_root_eligible,first_player,initial_own_main_fingerprint,issues,max_global_turn,metadata_episode_state,metadata_reward,min_H_own_main,opponent_submission_id,outcome,own_first,own_main_count,own_player_index,replay_available,replay_outcome,replay_path,replay_reward,replay_sha256,replay_steps,root_eligible_count,submission_id,turn10_category,turn10_global_turn,turn10_legacy_search_compatible,turn10_looking_present,turn10_maxCount,turn10_minCount,turn10_opponent_H,turn10_opponent_deck,turn10_opponent_hand,turn10_opponent_prizes,turn10_options,turn10_own_deck,turn10_own_prizes,turn10_own_turn,turn10_replay_step,turn10_root_eligible,turn10_target_global_turn,turn15_category,turn15_global_turn,turn15_legacy_search_compatible,turn15_looking_present,turn15_maxCount,turn15_minCount,turn15_opponent_H,turn15_opponent_deck,turn15_opponent_hand,turn15_opponent_prizes,turn15_options,turn15_own_deck,turn15_own_prizes,turn15_own_turn,turn15_replay_step,turn15_root_eligible,turn15_target_global_turn,turn5_category,turn5_global_turn,turn5_legacy_search_compatible,turn5_looking_present,turn5_maxCount,turn5_minCount,turn5_opponent_H,turn5_opponent_deck,turn5_opponent_hand,turn5_opponent_prizes,turn5_options,turn5_own_deck,turn5_own_prizes,turn5_own_turn,turn5_replay_step,turn5_root_eligible,turn5_target_global_turn
0,ok,True,104265134,False,False,DONE,,,0,5840827faf9a4f1aadc2a63d8924dc332c8a5fdf09e4a6a0643e476447ba40c8,no_explicit_terminal_engine_result,21,EpisodeState.COMPLETED,-1,20,55562796,loss,False,40,1,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104265134-replay.json,-1,27a62d62c1ff4950c435475edbba2f3208a52c23869d90a13de91bbef2e470f8,143,35,55565056,reached,20,True,False,1,1,20,9,10,1,6,13,6,10,137,True,,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,32,20,7,5,11,20,6,5,88,True,
0,ok,True,104253521,False,False,DONE,,,0,8e139f35be2f67cd2c01dc3f45f77529725f0cdc91804b78d3493fc5d006ae49,no_explicit_terminal_engine_result,17,EpisodeState.COMPLETED,1,26,55537663,win,True,38,0,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104253521-replay.json,1,86860caaec3d777d454b14e008234d61aaf159f6e9c9bbade0a62aa0bf82e352,176,32,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,42,30,6,6,10,26,5,5,75,True,
0,ok,True,104241909,False,False,DONE,,,0,49cc6b6397d3bbf5aa327ba7f54c3d9c070ce36f1fc01911c5ba0673b2542d05,no_explicit_terminal_engine_result,17,EpisodeState.COMPLETED,1,21,55293625,win,True,33,0,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104241909-replay.json,1,4f3de1bdf022c8171a0fb23b831b8edfb44640f8cd4c7f8d7c68527f90fb71d6,108,27,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,29,16,9,4,5,29,6,5,64,True,
0,ok,True,104229908,False,False,DONE,,,0,e5edd57ae8c4bd6d3be7f3fa86f4fc4ba74ec6aa2612acfeeb27dbceb6ff3a36,no_explicit_terminal_engine_result,24,EpisodeState.COMPLETED,-1,15,55551333,loss,True,52,0,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104229908-replay.json,-1,1e78d50feac8bcade5d7a535c660e1454d99162283efa28fce60049debc9e0d1,239,43,55565056,reached,19,False,False,1,1,25,10,10,5,13,22,2,10,180,False,,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,31,19,6,6,7,32,5,5,95,True,
0,ok,True,104218207,True,True,DONE,,,1,a7c22e0aa3afd94a798c00a18d934241f3ef72ae9e37301d0b3e3e53c8f58c5f,no_explicit_terminal_engine_result,27,EpisodeState.COMPLETED,1,12,54762526,win,True,51,1,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104218207-replay.json,1,508027624947b5c29fda20fced679178d4e5bfe726a5578e4208d485e9aa62cb,128,50,55565056,reached,19,True,False,1,1,17,11,4,2,9,18,6,10,96,True,,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,45,36,4,5,7,34,6,5,41,True,
0,ok,True,104206484,True,True,DONE,,,0,7f13018b73ff537a6316329bad326165d73530fe02fa278a93db217807c9d36d,no_explicit_terminal_engine_result,25,EpisodeState.COMPLETED,1,11,55474422,win,True,48,0,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104206484-replay.json,1,945fe8b691a7ec2fadd2d6159308bd8af93e656024fa0b5b0923cc81247148bf,146,46,55565056,reached,19,True,False,1,1,16,4,8,4,7,16,6,10,116,True,,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,26,15,6,5,7,30,6,5,72,True,
0,ok,True,104197469,False,False,DONE,,,0,09c58886e765b83e71d0507ccae29ec68169e9ffdef4717e57cf905563a151ab,no_explicit_terminal_engine_result,10,EpisodeState.COMPLETED,-1,33,55560397,loss,True,8,0,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104197469-replay.json,-1,32071889a84bd0ac2edf51fd6e022b0189d2b4d8498374d89893edf07681077f,66,7,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,33,6,21,6,3,41,6,5,58,True,
0,ok,True,104185866,False,False,DONE,,,0,0f8bc46d762f372fc714934f4b36f1b432ec3b8de65bab090032374538f79be6,no_explicit_terminal_engine_result,15,EpisodeState.COMPLETED,1,24,55540008,win,True,36,0,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104185866-replay.json,1,27bfc2eb088a9e17103e532f949cac190bda38a7ebee24c9d0d3225d0ac53a12,172,28,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,31,23,2,6,12,30,4,5,96,True,
0,ok,True,104180314,False,False,DONE,,,0,367f0a6f460fa71770e4f0adff91ced82f4a89d616239ee2755199ca044c10d5,no_explicit_terminal_engine_result,16,EpisodeState.COMPLETED,-1,20,55562023,loss,True,29,0,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104180314-replay.json,-1,c01a0e4c46fc6d4799d7cc1a77b1600ee1562c41a0d80d13b02ed924b3da74eb,165,27,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,27,17,5,5,8,34,4,5,87,True,
0,ok,True,104169193,True,True,DONE,,,0,fdeeca70db556d7e5b610008de9c237b0c67714dbef6c2630802a23902d81ccb,no_explicit_terminal_engine_result,23,EpisodeState.COMPLETED,1,14,55500783,win,False,39,1,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104169193-replay.json,1,fdd71b3a966ced4cc4c776477ddbb9e66d4deaadddd791d174c8751eb7be2966,226,34,55565056,reached,20,True,False,1,1,15,5,6,4,7,26,1,10,180,True,,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,26,11,9,6,7,35,5,5,98,True,
0,ok,True,104157604,False,False,DONE,,,1,5b67a251e73ee6077f42ababbd2c4919505ed26dc3bc037aa8fc742b5dcc825b,no_explicit_terminal_engine_result,16,EpisodeState.COMPLETED,-1,33,55245422,loss,True,23,1,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104157604-replay.json,-1,6dc4342020c625ab772fa8fcf73052773ad0687d54712f7846efe92b4ae51162,85,21,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,44,36,4,4,3,39,6,5,50,True,
0,ok,True,104146118,True,True,DONE,,,0,14c5ed8f42eb7757d75f34eb55c5af33bee61431f37082616089938746b16536,no_explicit_terminal_engine_result,38,EpisodeState.COMPLETED,-1,14,55548203,loss,True,50,0,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104146118-replay.json,-1,a3a42477a7fdfdd616605a8e83d1eb2da5f473abbc4ea0cb37cf6de7a8766995,127,44,55565056,reached,19,True,False,1,1,41,19,17,5,11,28,6,10,70,True,,reached,29,True,False,1,1,20,12,5,3,8,17,6,15,103,True,,reached,9,True,False,1,1,45,30,9,6,12,35,6,5,45,True,
0,ok,True,104143503,True,True,DONE,,,0,91849d4c970db250cb33d048b81bd1ac2b47d07245b00acc38a9a31aefa9c5f7,no_explicit_terminal_engine_result,31,EpisodeState.COMPLETED,1,10,55564390,win,True,56,0,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104143503-replay.json,1,0fecc827ece192d8c9f55ac2cad39895d5e755ea6ab652204e5d66c721a63dbe,213,50,55565056,reached,19,True,False,1,1,19,8,7,4,11,15,6,10,165,True,,reached,29,True,False,1,1,10,3,3,4,8,11,1,15,207,True,,reached,9,True,False,1,1,41,27,8,6,5,30,6,5,65,True,
0,ok,True,104131487,True,False,DONE,,,0,a3358246065a1d09c20ee2b7dbd4bea9269511f2a6cf63582ee0269dfbc4a2e0,no_explicit_terminal_engine_result,27,EpisodeState.COMPLETED,-1,14,55525953,loss,False,39,1,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104131487-replay.json,-1,3508b729fce805674ae894cb140289f89a23f20bea88000071e288353f68c9c2,120,33,55565056,reached,20,True,False,1,1,25,13,9,3,8,13,6,10,98,True,,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,39,28,5,6,7,33,6,5,61,True,
0,ok,True,104124426,False,False,DONE,,,0,48882a2af9af0dae82de37f9c5ee32ad58a363ad8499c0c03e30d31f77c3fa48,no_explicit_terminal_engine_result,8,EpisodeState.COMPLETED,-1,35,55555933,loss,True,17,0,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104124426-replay.json,-1,a8342a4bf371c3eb55d1c2d9675482fa339d78962cca05357b595b4e26d275da,104,15,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,ended_before,,,,,,,,,,,,,,,,9
0,ok,True,104116706,True,True,DONE,,,0,e4307f3a1937760779b0279f399f22c2a307a3b3489d8bfd2282bcec4f630ce7,no_explicit_terminal_engine_result,18,EpisodeState.COMPLETED,1,11,55565510,win,False,38,1,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104116706-replay.json,1,542a517affc98fe303df6a57a79bb66226a32111e872e94fb6c410a1fd452b39,161,29,55565056,ended_before,,,,,,,,,,,,,,,,20,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,37,30,3,4,10,19,5,5,86,True,
0,ok,True,104104660,True,True,DONE,,,0,87e4005193b905fe89c9817c685c027dab496e194eaaf846c39b7e37f54ce5ad,no_explicit_terminal_engine_result,20,EpisodeState.COMPLETED,1,11,55544112,win,False,44,1,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104104660-replay.json,1,b44cb5e206feef5346dec81571eabf29bf948eb0ba5ea3defcaae7d189d9dd67,226,41,55565056,reached,20,True,False,1,1,11,0,10,1,9,20,4,10,216,True,,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,23,9,9,5,6,36,6,5,112,True,
0,ok,True,104099204,False,False,DONE,,,0,5d427ff566e8cf73a17c27f2145299976484ce8752814ec14a2be32bdfa59b8e,no_explicit_terminal_engine_result,16,EpisodeState.COMPLETED,-1,20,55154393,loss,True,30,0,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104099204-replay.json,-1,266ef5ed53bb689c38bb96f1c5e6081d67c42634d461c5a9de2d3219d6fee0cb,120,28,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,39,22,13,4,7,24,6,5,71,True,
0,ok,True,104087585,True,True,DONE,,,0,363293b3811edbe3adf354ebed566a1ca50310a260840fdfc79def83ecaace0d,no_explicit_terminal_engine_result,9,EpisodeState.COMPLETED,1,10,53847432,win,True,18,0,True,win,/private/tmp/kaggle_eps/55565056/replays/episode-104087585-replay.json,1,d1fdff44e568ba609359ca6764f96ee5ed599217e5b9a08dd7bd5a7b76cc9c7c,82,15,55565056,ended_before,,,,,,,,,,,,,,,,19,ended_before,,,,,,,,,,,,,,,,29,reached,9,True,False,1,1,10,2,2,6,6,27,6,5,77,True,
0,ok,True,104075557,True,True,DONE,,,0,634e3e628b09b064b9fecc9730a3c493bec96213b31b1f09e9c46957d7365e74,no_explicit_terminal_engine_result,21,EpisodeState.COMPLETED,-1,12,55408440,loss,False,38,1,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104075557-replay.json,-1,6cbd4520142ae889993cc5b62e320ecd58b80a41284a3360a976616e6deacd4b,219,38,55565056,reached,20,True,False,1,1,12,4,7,1,7,21,2,10,202,True,,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,34,25,3,6,7,45,4,5,55,True,
0,ok,True,104063993,False,False,DONE,,,0,3ed14c73d08ab1a0f0c5c6677c360f74d00f779abb8eb164c3260f63c8814a57,no_explicit_terminal_engine_result,19,EpisodeState.COMPLETED,-1,23,55559944,loss,False,41,1,True,loss,/private/tmp/kaggle_eps/55565056/replays/episode-104063993-replay.json,-1,26a111c7a701686cec55b346995f8dcf298411dc1e9d59040933f441fc0ad8be,221,41,55565056,ended_before,,,,,,,,,,,,,,,,20,ended_before,,,,,,,,,,,,,,,,30,reached,10,True,False,1,1,30,18,8,4,6,26,4,5,107,True,
